ISIN,NSE_SYMBOL,BSE_CODE,NAME,INDUSTRY GROUP,INDUSTRY
INE053A01029,INDHOTEL,nan,Indian Hotels Co,Leisure Services,Hotels & Resorts
INE784R01023,ARFIN,nan,Arfin India,Non - Ferrous Metals,Aluminium
INE671H01015,SOBHA,nan,Sobha,Realty,"Residential, Commercial Projects"
INE558R01013,HECPROJECT,nan,HEC Infra Proj.,Construction,Civil Construction
INE395U01014,NINSYS,nan,NINtec Systems,IT - Software,Computers - Software & Consulting
INE071F01012,APCL,nan,Anjani Portland,Cement & Cement Products,Cement & Cement Products
INE108E01023,SUNDARAM,nan,Sundaram Multi.,Household Products,Stationary
INE731A01020,ARCHIES,nan,Archies,Consumer Durables,Leisure Products
INE926K01017,AHLEAST,nan,Asian Hotels (E),Leisure Services,Hotels & Resorts
INE995D01025,CHEMBOND,nan,Chembond Materi.,Chemicals & Petrochemicals,Specialty Chemicals
INE819L01012,ELGIRUBCO,nan,Elgi Rubber Co,Industrial Products,Rubber
INE07OG01012,NDRAUTO,nan,NDR Auto Compon.,Auto Components,Auto Components & Equipments
INE613A01020,RALLIS,nan,Rallis India,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE0YD401026,JAINREC,nan,Jain Resource,Diversified Metals,Diversified Metals
INE475B01022,HIKAL,nan,Hikal,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE112F01022,LAMBODHARA,nan,Lambodhara Text.,Textiles & Apparels,Other Textile Products
INE686A01026,CEMPRO,nan,Cemindia Project,Construction,Civil Construction
INE0JVO01026,GARUDA,nan,Garuda Cons,Construction,Civil Construction
INE660C01027,CENTRUM,nan,Centrum Capital,Finance,Other Financial Services
INE131B01039,RELAXO,nan,Relaxo Footwear,Consumer Durables,Footwear
INE738V01013,ARTNIRMAN,nan,Art Nirman Ltd,Realty,"Residential, Commercial Projects"
INE274J01014,OIL,nan,Oil India,Oil,Oil Exploration & Production
INE385C01021,SARDAEN,nan,Sarda Energy,Ferrous Metals,Iron & Steel
INE597I01028,SHARDAMOTR,nan,Sharda Motor,Auto Components,Auto Components & Equipments
INE010A01011,PRSMJOHNSN,nan,Prism Johnson,Cement & Cement Products,Cement & Cement Products
INE618L01018,5PAISA,nan,5paisa Capital,Capital Markets,Stockbroking & Allied
INE08PH01015,ABCOTS,nan,AB Cotspin,Textiles & Apparels,Other Textile Products
INE782A01015,BOSCH-HCIL,nan,Bosch Home Comfort,Consumer Durables,Household Appliances
INE364U01010,ADANIGREEN,nan,Adani Green,Power,Power Generation
INE065D01027,AEROENTER,nan,Aeroflex Enter.,Industrial Products,Iron & Steel Products
INE0GIU01018,UMAEXPORTS,nan,Uma Exports,Commercial Services & Supplies,Trading & Distributors
INE138C01024,KANORICHEM,nan,Kanoria Chem.,Industrial Manufacturing,Industrial Products
INE916Y01027,AFIL,nan,Akme Fintrade,Finance,Non Banking Financial Company (NBFC)
INE395H01011,STEELCITY,nan,Steel City Sec.,Capital Markets,Stockbroking & Allied
INE109C01017,ARMANFIN,nan,Arman Financial,Finance,Non Banking Financial Company (NBFC)
INE634I01029,KNRCON,nan,KNR Construct.,Construction,Civil Construction
INE560A01023,INDIAGLYCO,nan,India Glycols,Beverages,Breweries & Distilleries
INE412U01025,BIGBLOC,nan,BIGBLOC Const.,Cement & Cement Products,Cement & Cement Products
INE399K01017,RTNPOWER,nan,RattanIndia Pow.,Power,Power Generation
INE474C01023,REMSONSIND,nan,Remsons Ind,Auto Components,Auto Components & Equipments
INE925C01016,MADHAV,nan,Madhav Marbles,Consumer Durables,Granites & Marbles
INE423A01024,ADANIENT,nan,Adani Enterp.,Metals & Minerals Trading,Trading - Minerals
INE481Z01011,UNIINFO,nan,Uniinfo Telecom,Telecom - Services,Other Telecom Services
INE060901027,LIKHITHA,nan,Likhitha Infra.,Construction,Civil Construction
INE024001021,AEROFLEX,nan,Aeroflex,Industrial Products,Iron & Steel Products
INE323I01011,PURVA,nan,Puravankara,Realty,"Residential, Commercial Projects"
INE173A01025,SIL,nan,Standard Inds.,Realty,Real Estate related services
INE110A01019,BPL,nan,BPL,Consumer Durables,Consumer Electronics
INE731H01025,ACE,nan,Action Const.Eq.,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
INE786F01031,UTTAMSUGAR,nan,Uttam Sug.Mills,Agricultural Food & other Products,Sugar
INE079A01024,AMBUJACEM,nan,Ambuja Cements,Cement & Cement Products,Cement & Cement Products
INE054A01027,VIPIND,nan,V I P Inds.,Consumer Durables,Plastic Products - Consumer
INE226A01021,VOLTAS,nan,Voltas,Consumer Durables,Household Appliances
INE00Z501029,KRITIKA,nan,Kritika Wires,Industrial Products,Iron & Steel Products
INE967H01025,KIMS,nan,Krishna Institu.,Healthcare Services,Hospital
INE071E01023,UGARSUGAR,nan,Ugar Sugar Works,Agricultural Food & other Products,Sugar
INE0LCL01028,AVALON,nan,Avalon Tech,Electrical Equipment,Other Electrical Equipment
INE09N301011,FLUOROCHEM,nan,Gujarat Fluoroch,Chemicals & Petrochemicals,Specialty Chemicals
INE00ZE01026,AFSL,nan,Abans Financial,Finance,Holding Company
INE118H01025,BSE,nan,BSE,Capital Markets,Exchange and Data Platform
INE155C01010,ALBERTDAVD,nan,Albert David,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE0FHS01024,DEEPINDS,nan,Deep Industries,Oil,Oil Equipment & Services
INE500A01029,DCW,nan,DCW,Chemicals & Petrochemicals,Petrochemicals
INE016A01026,DABUR,nan,Dabur India,Personal Products,Personal Care
INE0AE001013,VPRPL,nan,Vishnu Prakash R,Construction,Civil Construction
INE036B01030,GAEL,nan,Guj. Ambuja Exp,Agricultural Food & other Products,Other Agricultural Products
INE245I01016,NAGREEKCAP,nan,Nagreeka Cap.,Finance,Investment Company
INE486Y01013,TOUCHWOOD,nan,Touchwood Enter.,Other Consumer Services,Other Consumer Services
INE865C01022,BIRLAMONEY,nan,Adit.Birla Money,Capital Markets,Stockbroking & Allied
INE320L01011,DHUNINV,nan,Dhunseri Invest.,Finance,Non Banking Financial Company (NBFC)
INE060X01034,DEVIT,nan,Dev Information,IT - Services,IT Enabled Services
INE157H01023,KMSUGAR,nan,KM Sugar Mills,Agricultural Food & other Products,Sugar
INE343H01029,SOLARINDS,nan,Solar Industries,Chemicals & Petrochemicals,Explosives
INE024L01027,GRAVITA,nan,Gravita India,Minerals & Mining,Industrial Minerals
INE716A01013,WHIRLPOOL,nan,Whirlpool India,Consumer Durables,Household Appliances
INE837H01020,ADVENZYMES,nan,Advanced Enzyme,Pharmaceuticals & Biotechnology,Biotechnology
INE483B01026,ICIL,nan,Indo Count Inds.,Textiles & Apparels,Other Textile Products
INE098F01031,AMRUTANJAN,nan,Amrutanjan Healt,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE213A01029,ONGC,nan,O N G C,Oil,Oil Exploration & Production
INE290A01027,NAHARSPING,nan,Nahar Spinning,Textiles & Apparels,Other Textile Products
INE308A01027,NAHARPOLY,nan,Nahar Poly,Industrial Products,Packaging
INE152C01025,UYFINCORP,nan,U. Y. Fincorp,Finance,Non Banking Financial Company (NBFC)
INE340A01012,BIRLACORPN,nan,Birla Corpn.,Cement & Cement Products,Cement & Cement Products
INE573K01025,RUSHIL,nan,Rushil Decor,Consumer Durables,Plywood Boards/ Laminates
INE416D01022,BLISSGVS,nan,Bliss GVS Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE199C01026,ADVANIHOTR,nan,Advani Hotels.,Leisure Services,Hotels & Resorts
INE831A01028,MIRCELECTR,nan,MIRC Electronics,Consumer Durables,Consumer Electronics
INE09XN01023,AKUMS,nan,Akums Drugs,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE133Y01011,IFGLEXPOR,nan,IFGL Refractori.,Industrial Products,Electrodes & Refractories
INE217L01019,SHRIRAMPPS,nan,Shriram Properti,Realty,"Residential, Commercial Projects"
INE498B01024,SHOPERSTOP,nan,Shoppers Stop,Retailing,Diversified Retail
INE750D01016,RELCHEMQ,nan,Rel. Chemotex,Textiles & Apparels,Other Textile Products
INE022Q01020,IEX,nan,Indian Energy Ex,Capital Markets,Exchange and Data Platform
INE569C01020,ORIENTCER,nan,Orient Ceratech,Industrial Products,Electrodes & Refractories
INE191A01027,ORCHPHARMA,nan,Orchid Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE275D01022,AMNPLST,nan,Amines & Plast.,Chemicals & Petrochemicals,Commodity Chemicals
INE377N01017,WAAREEENER,nan,Waaree Energies,Electrical Equipment,Other Electrical Equipment
INE540H01012,VOLTAMP,nan,Volt.Transform.,Electrical Equipment,Heavy Electrical Equipment
INE035801013,AERONEU,nan,Aeroflex Neu,Industrial Products,Packaging
INE0FRK01020,MOTISONS,nan,Motisons Jewel,Consumer Durables,"Gems, Jewellery And Watches"
INE250A01039,KIRLOSIND,nan,Kirloskar Indus.,Industrial Products,Other Industrial Products
INE415I01015,KIRIINDUS,nan,Kiri Industries,Chemicals & Petrochemicals,Dyes And Pigments
INE0S4R01014,CRIZAC,nan,Crizac,Retailing,Internet & Catalogue Retail
INE274F01020,WESTLIFE,nan,Westlife Food,Leisure Services,Restaurants
INE405E01023,UNOMINDA,nan,Uno Minda,Auto Components,Auto Components & Equipments
INE03JI01017,DGCONTENT,nan,Digicontent,Media,Advertising & Media Agencies
INE811A01020,KIRLPNU,nan,Kirl.Pneumatic,Industrial Products,"Compressors, Pumps & Diesel Engines"
INE707A01012,VINDHYATEL,nan,Vindhya Telelink,Telecom - Services,Telecom - Infrastructure
INE114A01011,SAIL,nan,S A I L,Ferrous Metals,Iron & Steel
INE0CJF01024,WCIL,nan,Western Carriers,Transport Services,Logistics Solution Provider
INE948A01012,TRIGYN,nan,Trigyn Techno.,IT - Software,Computers - Software & Consulting
INE031B01049,AJANTPHARM,nan,Ajanta Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE642Z01026,AKI,nan,AKI India,Consumer Durables,Leather And Leather Products
INE895B01021,RUPA,nan,Rupa & Co,Textiles & Apparels,Garments & Apparels
INE324L01013,RPPINFRA,nan,RPP Infra Proj.,Construction,Civil Construction
INE0J5601015,KRISHNADEF,nan,Krishna Defence,Aerospace & Defense,Aerospace & Defense
INE020J01029,GOKUL,nan,Gokul Refoils,Agricultural Food & other Products,Edible Oil
INE614G01033,RPOWER,nan,Reliance Power,Power,Power Generation
INE901L01018,APLLTD,nan,Alembic Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE637H01024,SHIVAMAUTO,nan,Shivam Autotech,Auto Components,Auto Components & Equipments
INE788J01021,SHIVALIK,nan,Shivalik Rasayan,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE087A01019,KESORAMIND,nan,Kesoram Inds.,Cement & Cement Products,Cement & Cement Products
INE197A01024,JYOTISTRUC,nan,Jyoti Structures,Electrical Equipment,Heavy Electrical Equipment
INE681C01015,KEYFINSERV,nan,Keynote Finan.,Capital Markets,Stockbroking & Allied
INE914E01040,ALANKIT,nan,Alankit,Commercial Services & Supplies,Diversified Commercial Services
INE997Y01027,MITTAL,nan,Mittal Life Styl,Textiles & Apparels,Garments & Apparels
INE101I01011,AFCONS,nan,Afcons Infrastr.,Construction,Civil Construction
INE296G01013,MUTHOOTCAP,nan,Muthoot Cap.Serv,Finance,Non Banking Financial Company (NBFC)
INE02EZ01022,AXITA,nan,Axita Cotton,Textiles & Apparels,Other Textile Products
INE598D01035,ALGOQUANT,nan,Algoquant Fin,Finance,Other Financial Services
INE543V01017,ACEINTEG,nan,Ace Integrated,Commercial Services & Supplies,Diversified Commercial Services
INE877V01027,SURAKSHA,nan,Suraksha Diagno.,Healthcare Services,Healthcare Service Provider
INE843D01027,DCMSRIND,nan,DCM Shriram Inds,Agricultural Food & other Products,Sugar
INE630A01024,SESHAPAPER,nan,Seshasayee Paper,"Paper, Forest & Jute Products",Paper & Paper Products
INE612J01015,REPCOHOME,nan,Repco Home Fin,Finance,Housing Finance Company
INE557A01011,BIRLANU,nan,BirlaNu Ltd,Consumer Durables,"Furniture, Home Furnishing"
INE955I01044,SEJALLTD,nan,Sejal Glass,Industrial Products,Glass - Industrial
INE753W01010,SANGINITA,nan,Sanginita Chemi.,Chemicals & Petrochemicals,Specialty Chemicals
INE070I01018,INSECTICID,nan,Insecticid.India,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE165B01029,RSSOFTWARE,nan,R S Software (I),IT - Software,Computers - Software & Consulting
INE375Y01018,RELIABLE,nan,Reliable Data,Finance,Other Financial Services
INE012A01025,ACC,nan,ACC,Cement & Cement Products,Cement & Cement Products
INE987B01026,NATCOPHARM,nan,Natco Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE179G01029,DAVANGERE,nan,Davangere Sugar,Diversified FMCG,Diversified FMCG
INE623A01011,SAKHTISUG,nan,Sakthi Sugars,Agricultural Food & other Products,Sugar
INE0A0S01028,SIGMA,nan,Sigma Solve,IT - Services,IT Enabled Services
INE902B01017,S&SPOWER,nan,S & S Power Swit,Electrical Equipment,Other Electrical Equipment
INE985S01024,TEAMLEASE,nan,Team Lease Serv.,Commercial Services & Supplies,Diversified Commercial Services
INE0EK901012,TARC,nan,TARC Ltd,Realty,"Residential, Commercial Projects"
INE0MHO01029,REGAAL,nan,Regaal Resources,Agricultural Food & other Products,Other Agricultural Products
INE301D01026,RUBYMILLS,nan,Ruby Mills,Textiles & Apparels,Other Textile Products
INE130B01031,SURANAT&P,nan,Surana Telecom,Power,Power Generation
INE195N01013,PROZONER,nan,Prozone Realty,Realty,"Residential, Commercial Projects"
INE992I01013,STARTECK,nan,Starteck Fin.,Finance,Non Banking Financial Company (NBFC)
INE722J01012,RKDL,nan,Ravikumar Distll,Beverages,Breweries & Distilleries
INE501G01024,HTMEDIA,nan,H T Media,Media,Print Media
INE805A01014,GOLDTECH,nan,Aion-Tech Soluti,IT - Software,Software Products
INE801L01010,AIROLAM,nan,Airo Lam,Consumer Durables,Plywood Boards/ Laminates
INE337M01021,INDOTHAI,nan,Indo Thai Sec.,Capital Markets,Stockbroking & Allied
INE730A01022,ORICONENT,nan,Oricon Enterpris,Industrial Products,Packaging
INE12UR01024,UTLSOLAR,nan,Fujiyama Power,Electrical Equipment,Other Electrical Equipment
INE541A01023,GMMPFAUDLR,nan,GMM Pfaudler,Industrial Manufacturing,Industrial Products
INE214T01019,LTM,nan,LTIMindtree,IT - Software,Computers - Software & Consulting
INE976A01021,WSTCSTPAPR,nan,West Coast Paper,"Paper, Forest & Jute Products",Paper & Paper Products
INE027T01023,RUDRA,nan,Rudra Global,Industrial Products,Iron & Steel Products
INE732C01016,NCLIND,nan,NCL Industries,Cement & Cement Products,Cement & Cement Products
INE139A01034,NATIONALUM,nan,Natl. Aluminium,Non - Ferrous Metals,Aluminium
INE200M01039,VBL,nan,Varun Beverages,Beverages,Other Beverages
INE733A01018,STARPAPER,nan,Star Paper Mills,"Paper, Forest & Jute Products",Paper & Paper Products
INE675C01017,CIGNITITEC,nan,Cigniti Tech.,IT - Services,IT Enabled Services
INE647A01010,SRF,nan,SRF,Chemicals & Petrochemicals,Commodity Chemicals
INE559N01010,SRGHFL,nan,SRG Housing,Finance,Housing Finance Company
INE283A01014,PRECOT,nan,Precot,Textiles & Apparels,Other Textile Products
INE089A01031,DRREDDY,nan,Dr Reddy's Labs,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE953R01016,PNGJL,nan,P N Gadgil Jewe.,Consumer Durables,"Gems, Jewellery And Watches"
INE00F201020,PRUDENT,nan,Prudent Corp.,Capital Markets,Financial Products Distributor
INE0KGZ01021,SIGNPOST,nan,Signpost India,Media,Advertising & Media Agencies
INE258Y01016,LGHL,nan,Laxmi Goldorna,Consumer Durables,"Gems, Jewellery And Watches"
INE196A01026,MARICO,nan,Marico,Agricultural Food & other Products,Edible Oil
INE460H01021,STARCEMENT,nan,Star Cement,Cement & Cement Products,Cement & Cement Products
INE947Q01028,LAURUSLABS,nan,Laurus Labs,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE830Q01018,MANAKCOAT,nan,Manaksia Coated,Industrial Products,Iron & Steel Products
INE0V6F01027,HYUNDAI,nan,Hyundai Motor I,Automobiles,Passenger Cars & Utility Vehicles
INE231G01010,ORBTEXP,nan,Orbit Exports,Textiles & Apparels,Other Textile Products
INE602A01031,PCBL,nan,PCBL Chemical,Chemicals & Petrochemicals,Carbon Black
INE551D01018,PAKKA,nan,Pakka,"Paper, Forest & Jute Products",Paper & Paper Products
INE520H01022,BEARDSELL,nan,Beardsell,Industrial Products,Other Industrial Products
INE0WO601020,LAXMIDENTL,nan,Laxmi Dental,Healthcare Equipment & Supplies,Medical Equipment & Supplies
INE798K01010,KRITINUT,nan,Kriti Nutrients,Agricultural Food & other Products,Edible Oil
INE715Y01031,SHRADHA,nan,Shradha Realty,Realty,"Residential, Commercial Projects"
INE19GK01015,SRTL,nan,Shree Ram Twist.,Textiles & Apparels,Other Textile Products
INE529A01010,FMGOETZE,nan,Federal-Mogul Go,Auto Components,Auto Components & Equipments
INE881D01027,OFSS,nan,Oracle Fin.Serv.,IT - Software,Software Products
INE00OQ01016,DHARMAJ,nan,Dharmaj Crop,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE918N01018,VETO,nan,Veto Switchgears,Consumer Durables,Consumer Electronics
INE522F01014,COALINDIA,nan,Coal India,Consumable Fuels,Coal
INE479D01038,KRITI,nan,Kriti Industries,Industrial Products,Plastic Products - Industrial
INE258B01022,FDC,nan,FDC,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE517F01014,GPPL,nan,Guj Pipavav Port,Transport Infrastructure,Port & Port services
INE801V01019,LAXMICOT,nan,Laxmi Cotspin,Textiles & Apparels,Other Textile Products
INE426D01013,GOACARBON,nan,Goa Carbon,Minerals & Mining,Industrial Minerals
INE760F01028,INDOAMIN,nan,Indo Amines,Chemicals & Petrochemicals,Specialty Chemicals
INE389H01022,KEC,nan,KEC International,Construction,Civil Construction
INE802C01033,SSWL,nan,Steel Str. Wheel,Auto Components,Auto Components & Equipments
INE692G01013,XCHANGING,nan,Xchanging Sol.,IT - Software,Computers - Software & Consulting
INE351A01035,UNICHEMLAB,nan,Unichem Labs.,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE758E01017,JIOFIN,nan,Jio Financial,Finance,Investment Company
INE297H01019,GALLANTT,nan,Gallantt Ispat L,Industrial Products,Iron & Steel Products
INE0V9Q01010,LOTUSDEV,nan,Sri Lotus,Realty,"Residential, Commercial Projects"
INE734I01027,FINKURVE,nan,Finkurve Fin.,Finance,Non Banking Financial Company (NBFC)
INE893J01029,MOLDTKPAC,nan,Mold-Tek Pack.,Industrial Products,Packaging
INE01EA01019,VMM,nan,Vishal Mega Mart,Retailing,Diversified Retail
INE032B01021,PRIMESECU,nan,Prime Securities,Finance,Other Financial Services
INE439A01020,ASAHIINDIA,nan,Asahi India Glas,Auto Components,Auto Components & Equipments
INE0CG401037,MUKKA,nan,Mukka Proteins,Food Products,Animal Feed
INE885F01015,MASKINVEST,nan,MASK INVESTMENTS,Finance,Investment Company
INE935B01025,MOSCHIP,nan,Moschip Tech.,IT - Hardware,Computers Hardware & Equipments
INE128X01021,ACI,nan,Archean Chemical,Chemicals & Petrochemicals,Specialty Chemicals
INE289A01011,NAHARINDUS,nan,Nahar Indl. Ent.,Textiles & Apparels,Other Textile Products
INE628A01036,UPL,nan,UPL,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE524A01029,GABRIEL,nan,Gabriel India,Auto Components,Auto Components & Equipments
INE516A01017,UFLEX,nan,Uflex,Industrial Products,Packaging
INE205C01021,POLYMED,nan,Poly Medicure,Healthcare Equipment & Supplies,Medical Equipment & Supplies
INE045J01034,FCL,nan,Fineotex Chem,Chemicals & Petrochemicals,Specialty Chemicals
INE235A01022,FINCABLES,nan,Finolex Cables,Industrial Products,Cables - Electricals
INE684F01012,FSL,nan,Firstsour.Solu.,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
INE851I01011,UDS,nan,Updater Services,Commercial Services & Supplies,Diversified Commercial Services
INE974B01016,CHEVIOT,nan,Cheviot Company,"Paper, Forest & Jute Products",Jute & Jute Products
INE332H01014,INDOTECH,nan,Indo Tech.Trans.,Electrical Equipment,Heavy Electrical Equipment
INE049I01012,NAHARCAP,nan,Nahar Capital,Finance,Investment Company
INE688D01026,RESPONIND,nan,Responsive Ind,Consumer Durables,"Furniture, Home Furnishing"
INE026A01025,GSFC,nan,G S F C,Fertilizers & Agrochemicals,Fertilizers
INE08NE01025,SANSTAR,nan,Sanstar,Agricultural Food & other Products,Other Agricultural Products
INE107F01022,WANBURY,nan,Wanbury,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE826C01016,GUJAPOLLO,nan,Guj Apollo Inds,Industrial Manufacturing,Industrial Products
INE199A01012,PGHL,nan,P & G Health Ltd,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE082W01014,WEWIN,nan,We Win Ltd,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
INE818B01023,PASUPTAC,nan,Pasupati Acrylon,Chemicals & Petrochemicals,Petrochemicals
INE0RWQ01014,TOLINS,nan,Tolins Tyres,Auto Components,Tyres & Rubber Products
INE484I01029,PRECAM,nan,Precision Camshf,Auto Components,Auto Components & Equipments
